,hotel_id,date,city,accommodation_type,stars,rating,distance,price,lnprice
5367,835,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.9,2.2,169,5.1298987149230735
5368,835,2017-DEC-holiday,Barcelona,Hotel,3.0,3.9,2.2,88,4.477336814478207
5373,835,2017-NOV-weekend,Barcelona,Hotel,3.0,3.9,2.2,88,4.477336814478207
5374,835,2017-NOV-weekday,Barcelona,Hotel,3.0,3.9,2.2,80,4.382026634673881
5376,836,2017-NOV-weekday,Barcelona,Apartment,4.5,4.5,2.4,99,4.59511985013459
5377,837,2017-NOV-weekday,Barcelona,Apartment,4.0,4.5,2.4,90,4.499809670330265
5378,838,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,2.6,125,4.8283137373023015
5381,838,2017-NOV-weekend,Barcelona,Hotel,4.0,4.3,2.6,120,4.787491742782046
5382,838,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.3,2.6,177,5.176149732573829
5385,838,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,2.6,109,4.6913478822291435
5389,839,2017-DEC-holiday,Barcelona,Hotel,4.5,4.0,2.5,128,4.852030263919617
5392,839,2017-NOV-weekend,Barcelona,Hotel,4.5,4.0,2.5,125,4.8283137373023015
5395,839,2017-NOV-weekday,Barcelona,Hotel,4.5,4.0,2.5,125,4.8283137373023015
5398,841,2017-NOV-weekend,Barcelona,Apartment,3.5,2.2,2.3,96,4.564348191467836
5400,841,2017-NOV-weekday,Barcelona,Apartment,3.5,2.2,2.3,96,4.564348191467836
5403,842,2017-NOV-weekday,Barcelona,Apartment,4.5,,2.3,207,5.332718793265369
5405,842,2017-NOV-weekend,Barcelona,Apartment,4.5,,2.3,207,5.332718793265369
5406,843,2018-JUNE-weekend,Barcelona,Apartment,4.0,4.0,1.9,242,5.488937726156687
5408,843,2017-NOV-weekday,Barcelona,Apartment,4.0,4.0,1.9,89,4.48863636973214
5410,843,2017-DEC-holiday,Barcelona,Apartment,4.0,4.0,1.9,191,5.25227342804663
5412,843,2017-NOV-weekend,Barcelona,Apartment,4.0,4.0,1.9,166,5.111987788356544
5418,845,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,1.7,68,4.219507705176107
5419,845,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,1.7,81,4.394449154672439
5420,845,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,1.7,87,4.465908118654584
5422,847,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.0,95,4.553876891600541
5423,847,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.0,85,4.442651256490317
5424,847,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,2.0,125,4.8283137373023015
5430,847,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.0,85,4.442651256490317
5443,849,2017-NOV-weekend,Barcelona,Hotel,5.0,4.4,1.4,192,5.2574953720277815
5444,849,2017-DEC-holiday,Barcelona,Hotel,5.0,4.4,1.4,164,5.099866427824199
5445,849,2017-NOV-weekday,Barcelona,Hotel,5.0,4.4,1.4,214,5.365976015021851
5446,849,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.4,1.4,263,5.572154032177765
5454,853,2017-NOV-weekday,Barcelona,Hotel,5.0,4.5,1.5,344,5.840641657373398
5455,853,2017-DEC-holiday,Barcelona,Hotel,5.0,4.5,1.5,306,5.723585101952381
5457,853,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.5,1.5,593,6.385194398997726
5462,853,2017-NOV-weekend,Barcelona,Hotel,5.0,4.5,1.5,344,5.840641657373398
5464,855,2017-DEC-holiday,Barcelona,Hotel,5.0,4.4,1.2,237,5.4680601411351315
5465,855,2017-NOV-weekend,Barcelona,Hotel,5.0,4.4,1.2,288,5.662960480135946
5466,855,2017-NOV-weekday,Barcelona,Hotel,5.0,4.4,1.2,300,5.703782474656201
5468,855,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.4,1.2,625,6.437751649736401
5645,880,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.6,77,4.343805421853684
5646,880,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.6,83,4.418840607796598
5648,880,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.6,98,4.584967478670572
5649,881,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.8,88,4.477336814478207
5653,881,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.8,80,4.382026634673881
5656,881,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.8,77,4.343805421853684
5657,881,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,2.8,212,5.356586274672012
5664,883,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,3.0,92,4.5217885770490405
5665,883,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,3.0,289,5.666426688112432
5667,883,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,3.0,143,4.962844630259907
5668,883,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,3.0,99,4.59511985013459
5671,884,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.5,2.5,147,4.990432586778736
5672,884,2017-NOV-weekday,Barcelona,Hotel,4.0,3.5,2.5,80,4.382026634673881
5678,884,2017-DEC-holiday,Barcelona,Hotel,4.0,3.5,2.5,91,4.51085950651685
5679,884,2017-NOV-weekend,Barcelona,Hotel,4.0,3.5,2.5,338,5.823045895483019
5681,885,2017-DEC-holiday,Barcelona,Hotel,4.0,3.5,2.9,84,4.430816798843313
5682,885,2017-NOV-weekend,Barcelona,Hotel,4.0,3.5,2.9,104,4.6443908991413725
5684,885,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.5,2.9,213,5.3612921657094255
5685,885,2017-NOV-weekday,Barcelona,Hotel,4.0,3.5,2.9,93,4.532599493153256
5692,886,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,3.2,141,4.948759890378168
5695,886,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,3.2,141,4.948759890378168
5696,886,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,3.2,227,5.424950017481403
5698,886,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,3.2,141,4.948759890378168
5699,887,2017-NOV-weekday,Barcelona,Apartment,4.0,4.1,2.9,170,5.135798437050262
5701,887,2017-NOV-weekend,Barcelona,Apartment,4.0,4.1,2.9,243,5.493061443340548
5703,888,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,3.3,123,4.812184355372417
5705,888,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,3.3,123,4.812184355372417
5708,888,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,3.3,297,5.6937321388027
5710,888,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,3.3,128,4.852030263919617
5713,889,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,2.8,97,4.574710978503383
5716,889,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,2.8,198,5.288267030694535
5717,889,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,2.8,93,4.532599493153256
5720,889,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,2.8,88,4.477336814478207
5723,891,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.2,98,4.584967478670572
5725,891,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.2,124,4.820281565605037
5726,891,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.2,98,4.584967478670572
5728,892,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.5,97,4.574710978503383
5729,892,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.5,127,4.844187086458591
5731,892,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.5,115,4.74493212836325
5733,893,2017-NOV-weekend,Barcelona,Apartment,3.5,3.4,0.3,121,4.795790545596741
5735,893,2017-NOV-weekday,Barcelona,Apartment,3.5,3.4,0.3,104,4.6443908991413725
5737,893,2017-DEC-holiday,Barcelona,Apartment,3.5,3.4,0.3,131,4.875197323201151
5749,895,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.2,85,4.442651256490317
5750,895,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.2,100,4.605170185988092
5751,895,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.2,87,4.465908118654584
5754,896,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,0.5,325,5.783825182329737
5755,896,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.5,82,4.406719247264253
5757,896,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.5,77,4.343805421853684
5761,896,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.5,88,4.477336814478207
5763,897,2017-NOV-weekday,Barcelona,Hotel,3.0,4.4,0.1,103,4.634728988229636
5765,897,2017-DEC-holiday,Barcelona,Hotel,3.0,4.4,0.1,116,4.7535901911063645
5766,897,2017-NOV-weekend,Barcelona,Hotel,3.0,4.4,0.1,142,4.955827057601261
5768,898,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,0.2,68,4.219507705176107
5770,898,2017-NOV-weekend,Barcelona,Hotel,3.0,3.7,0.2,85,4.442651256490317
5773,898,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,0.2,70,4.248495242049359
5777,898,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.7,0.2,166,5.111987788356544
5779,899,2017-DEC-holiday,Barcelona,Hotel,4.0,3.9,0.2,116,4.7535901911063645
5784,899,2017-NOV-weekday,Barcelona,Hotel,4.0,3.9,0.2,121,4.795790545596741
5785,899,2017-NOV-weekend,Barcelona,Hotel,4.0,3.9,0.2,139,4.9344739331306915
5786,899,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.9,0.2,174,5.159055299214529
5795,901,2018-JUNE-weekend,Barcelona,Hotel,1.0,4.1,0.3,142,4.955827057601261
5796,901,2017-DEC-holiday,Barcelona,Hotel,1.0,4.1,0.3,93,4.532599493153256
5799,901,2017-NOV-weekend,Barcelona,Hotel,1.0,4.1,0.3,108,4.68213122712422
5801,901,2017-NOV-weekday,Barcelona,Hotel,1.0,4.1,0.3,86,4.454347296253507
5804,902,2017-NOV-weekend,Barcelona,Hotel,3.0,3.9,0.6,126,4.836281906951478
5805,902,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.9,0.6,207,5.332718793265369
5809,902,2017-DEC-holiday,Barcelona,Hotel,3.0,3.9,0.6,104,4.6443908991413725
5810,902,2017-NOV-weekday,Barcelona,Hotel,3.0,3.9,0.6,91,4.51085950651685
5815,903,2017-DEC-holiday,Barcelona,Hotel,1.0,3.4,0.3,91,4.51085950651685
5817,903,2017-NOV-weekday,Barcelona,Hotel,1.0,3.4,0.3,56,4.02535169073515
5818,903,2017-NOV-weekend,Barcelona,Hotel,1.0,3.4,0.3,91,4.51085950651685
5825,904,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.1,82,4.406719247264253
5826,904,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.1,113,4.727387818712341
5827,904,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.1,98,4.584967478670572
5831,906,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.4,126,4.836281906951478
5832,906,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.4,84,4.430816798843313
5834,906,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.4,140,4.941642422609304
5837,907,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.6,148,4.997212273764115
5839,907,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.6,78,4.356708826689592
5840,907,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,0.6,174,5.159055299214529
5842,907,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.6,165,5.10594547390058
5857,909,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.1,83,4.418840607796598
5858,909,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.1,0.1,208,5.337538079701318
5861,909,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.1,94,4.543294782270004
5862,909,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.1,83,4.418840607796598
5871,911,2017-DEC-holiday,Barcelona,Hotel,2.0,3.7,0.3,88,4.477336814478207
5877,911,2018-JUNE-weekend,Barcelona,Hotel,2.0,3.7,0.3,193,5.262690188904886
5878,911,2017-NOV-weekend,Barcelona,Hotel,2.0,3.7,0.3,94,4.543294782270004
5879,911,2017-NOV-weekday,Barcelona,Hotel,2.0,3.7,0.3,72,4.276666119016055
5880,912,2017-NOV-weekday,Barcelona,Hotel,2.0,4.0,0.2,75,4.31748811353631
5882,912,2017-NOV-weekend,Barcelona,Hotel,2.0,4.0,0.2,107,4.672828834461906
5885,912,2017-DEC-holiday,Barcelona,Hotel,2.0,4.0,0.2,73,4.290459441148391
5894,914,2017-NOV-weekday,Barcelona,Hotel,4.0,4.8,0.4,264,5.575949103146316
5895,914,2017-NOV-weekend,Barcelona,Hotel,4.0,4.8,0.4,286,5.655991810819852
5899,914,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.8,0.4,298,5.697093486505405
5902,914,2017-DEC-holiday,Barcelona,Hotel,4.0,4.8,0.4,252,5.529429087511423
5929,920,2017-DEC-holiday,Barcelona,Apartment,3.0,2.7,0.5,185,5.220355825078324
5934,920,2017-NOV-weekend,Barcelona,Apartment,3.0,2.7,0.5,96,4.564348191467836
5935,920,2018-JUNE-weekend,Barcelona,Apartment,3.0,2.7,0.5,162,5.087596335232384
5936,920,2017-NOV-weekday,Barcelona,Apartment,3.0,2.7,0.5,70,4.248495242049359
5938,921,2017-NOV-weekend,Barcelona,Apartment,3.5,3.4,0.2,81,4.394449154672439
5939,921,2017-NOV-weekday,Barcelona,Apartment,3.5,3.4,0.2,81,4.394449154672439
5940,922,2017-NOV-weekday,Barcelona,Apartment,4.0,3.5,0.4,189,5.241747015059643
5941,922,2017-DEC-holiday,Barcelona,Apartment,4.0,3.5,0.4,657,6.48768401848461
5943,923,2017-NOV-weekend,Barcelona,Hotel,1.0,2.9,0.1,61,4.110873864173311
5945,923,2017-DEC-holiday,Barcelona,Hotel,1.0,2.9,0.1,80,4.382026634673881
5946,923,2017-NOV-weekday,Barcelona,Hotel,1.0,2.9,0.1,50,3.912023005428146
5949,924,2017-NOV-weekday,Barcelona,Hotel,4.0,4.5,0.6,130,4.867534450455582
5952,924,2017-DEC-holiday,Barcelona,Hotel,4.0,4.5,0.6,138,4.927253685157205
5953,924,2017-NOV-weekend,Barcelona,Hotel,4.0,4.5,0.6,130,4.867534450455582
5958,925,2017-NOV-weekend,Barcelona,Hotel,5.0,4.9,0.5,252,5.529429087511423
5960,925,2017-NOV-weekday,Barcelona,Hotel,5.0,4.9,0.5,252,5.529429087511423
5961,925,2017-DEC-holiday,Barcelona,Hotel,5.0,4.9,0.5,202,5.308267697401205
5962,925,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.9,0.5,395,5.978885764901122
5972,927,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.5,78,4.356708826689592
5977,927,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.5,120,4.787491742782046
5978,927,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.1,0.5,131,4.875197323201151
5979,928,2017-DEC-holiday,Barcelona,Hotel,2.5,4.0,0.5,91,4.51085950651685
5981,928,2017-NOV-weekend,Barcelona,Hotel,2.5,4.0,0.5,99,4.59511985013459
5982,929,2017-DEC-holiday,Barcelona,Apartment,4.0,3.0,0.2,199,5.293304824724492
5986,929,2017-NOV-weekend,Barcelona,Apartment,4.0,3.0,0.2,141,4.948759890378168
5989,929,2017-NOV-weekday,Barcelona,Apartment,4.0,3.0,0.2,70,4.248495242049359
5990,929,2018-JUNE-weekend,Barcelona,Apartment,4.0,3.0,0.2,225,5.41610040220442
6008,933,2017-NOV-weekend,Barcelona,Hotel,2.0,3.7,0.6,98,4.584967478670572
6012,933,2018-JUNE-weekend,Barcelona,Hotel,2.0,3.7,0.6,172,5.147494476813453
6014,933,2017-NOV-weekday,Barcelona,Hotel,2.0,3.7,0.6,69,4.23410650459726
6015,933,2017-DEC-holiday,Barcelona,Hotel,2.0,3.7,0.6,83,4.418840607796598
6018,934,2017-NOV-weekend,Barcelona,Hotel,1.0,3.4,0.6,90,4.499809670330265
6019,934,2017-DEC-holiday,Barcelona,Hotel,1.0,3.4,0.6,87,4.465908118654584
6022,934,2017-NOV-weekday,Barcelona,Hotel,1.0,3.4,0.6,66,4.189654742026425
6023,934,2018-JUNE-weekend,Barcelona,Hotel,1.0,3.4,0.6,112,4.718498871295094
6032,938,2017-NOV-weekday,Barcelona,Apartment,3.5,3.5,0.3,140,4.941642422609304
6034,938,2017-NOV-weekend,Barcelona,Apartment,3.5,3.5,0.3,184,5.214935757608986
6036,939,2017-NOV-weekday,Barcelona,Hotel,1.0,3.7,0.3,60,4.0943445622221
6038,939,2017-DEC-holiday,Barcelona,Hotel,1.0,3.7,0.3,62,4.127134385045092
6040,940,2017-DEC-holiday,Barcelona,Apartment,4.0,4.0,0.4,268,5.5909869805108565
6041,941,2017-NOV-weekend,Barcelona,Hotel,5.0,4.6,0.5,404,6.0014148779611505
6042,941,2017-NOV-weekday,Barcelona,Hotel,5.0,4.6,0.5,374,5.924255797414532
6043,941,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.6,0.5,647,6.472346294500901
6047,941,2017-DEC-holiday,Barcelona,Hotel,5.0,4.6,0.5,483,6.180016653652572
6055,943,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,0.2,99,4.59511985013459
6057,943,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,0.2,138,4.927253685157205
6058,944,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.6,110,4.700480365792417
6061,944,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.6,113,4.727387818712341
6064,944,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.6,128,4.852030263919617
6065,944,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.1,0.6,244,5.497168225293202
6068,945,2017-NOV-weekday,Barcelona,Hotel,3.0,3.7,0.3,71,4.2626798770413155
6070,945,2017-DEC-holiday,Barcelona,Hotel,3.0,3.7,0.3,66,4.189654742026425
6071,946,2017-DEC-holiday,Barcelona,Hotel,3.0,4.3,0.2,136,4.912654885736052
6072,946,2017-NOV-weekend,Barcelona,Hotel,3.0,4.3,0.2,134,4.897839799950911
6073,946,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.3,0.2,213,5.3612921657094255
6075,946,2017-NOV-weekday,Barcelona,Hotel,3.0,4.3,0.2,108,4.68213122712422
6079,947,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.5,0.2,290,5.66988092298052
6080,947,2017-NOV-weekend,Barcelona,Hotel,3.0,3.5,0.2,85,4.442651256490317
6085,947,2017-DEC-holiday,Barcelona,Hotel,3.0,3.5,0.2,145,4.976733742420574
6088,947,2017-NOV-weekday,Barcelona,Hotel,3.0,3.5,0.2,67,4.204692619390966
6091,949,2017-NOV-weekday,Barcelona,Hotel,2.0,4.0,0.4,73,4.290459441148391
6093,949,2017-DEC-holiday,Barcelona,Hotel,2.0,4.0,0.4,105,4.653960350157523
6094,949,2017-NOV-weekend,Barcelona,Hotel,2.0,4.0,0.4,101,4.61512051684126
6097,950,2017-NOV-weekday,Barcelona,Hotel,4.0,4.6,0.4,207,5.332718793265369
6100,950,2017-DEC-holiday,Barcelona,Hotel,4.0,4.6,0.4,207,5.332718793265369
6101,950,2017-NOV-weekend,Barcelona,Hotel,4.0,4.6,0.4,207,5.332718793265369
6103,951,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.4,0.6,287,5.659482215759621
6104,951,2017-NOV-weekend,Barcelona,Hotel,5.0,4.4,0.6,190,5.247024072160486
6107,951,2017-NOV-weekday,Barcelona,Hotel,5.0,4.4,0.6,174,5.159055299214529
6109,951,2017-DEC-holiday,Barcelona,Hotel,5.0,4.4,0.6,160,5.075173815233827
6111,953,2017-NOV-weekday,Barcelona,Hotel,3.0,4.0,0.2,83,4.418840607796598
6112,953,2017-NOV-weekend,Barcelona,Hotel,3.0,4.0,0.2,136,4.912654885736052
6115,953,2018-JUNE-weekend,Barcelona,Hotel,3.0,4.0,0.2,155,5.043425116919247
6117,953,2017-DEC-holiday,Barcelona,Hotel,3.0,4.0,0.2,178,5.181783550292085
6120,954,2017-NOV-weekday,Barcelona,Hotel,4.5,4.5,0.7,172,5.147494476813453
6121,954,2017-DEC-holiday,Barcelona,Hotel,4.5,4.5,0.7,145,4.976733742420574
6123,954,2017-NOV-weekend,Barcelona,Hotel,4.5,4.5,0.7,219,5.389071729816501
6128,954,2018-JUNE-weekend,Barcelona,Hotel,4.5,4.5,0.7,322,5.7745515455444085
6140,956,2017-NOV-weekday,Barcelona,Hotel,3.0,4.1,0.2,80,4.382026634673881
6141,956,2017-NOV-weekend,Barcelona,Hotel,3.0,4.1,0.2,110,4.700480365792417
6144,956,2017-DEC-holiday,Barcelona,Hotel,3.0,4.1,0.2,87,4.465908118654584
6146,958,2017-NOV-weekday,Barcelona,Hotel,5.0,4.9,0.6,388,5.961005339623274
6148,958,2017-NOV-weekend,Barcelona,Hotel,5.0,4.9,0.6,342,5.834810737062605
6150,958,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.9,0.6,551,6.311734809152915
6153,958,2017-DEC-holiday,Barcelona,Hotel,5.0,4.9,0.6,342,5.834810737062605
6156,959,2017-NOV-weekend,Barcelona,Hotel,4.0,4.3,0.6,150,5.0106352940962555
6157,959,2017-DEC-holiday,Barcelona,Hotel,4.0,4.3,0.6,125,4.8283137373023015
6158,959,2017-NOV-weekday,Barcelona,Hotel,4.0,4.3,0.6,150,5.0106352940962555
6161,960,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,0.4,325,5.783825182329737
6162,960,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.4,136,4.912654885736052
6166,960,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.4,113,4.727387818712341
6167,960,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.4,145,4.976733742420574
6170,961,2018-JUNE-weekend,Barcelona,Hotel,5.0,4.3,0.5,287,5.659482215759621
6172,961,2017-NOV-weekday,Barcelona,Hotel,5.0,4.3,0.5,207,5.332718793265369
6173,961,2017-NOV-weekend,Barcelona,Hotel,5.0,4.3,0.5,193,5.262690188904886
6175,961,2017-DEC-holiday,Barcelona,Hotel,5.0,4.3,0.5,193,5.262690188904886
6181,962,2017-NOV-weekday,Barcelona,Hotel,3.0,3.9,0.8,94,4.543294782270004
6182,962,2018-JUNE-weekend,Barcelona,Hotel,3.0,3.9,0.8,188,5.236441962829949
6183,962,2017-DEC-holiday,Barcelona,Hotel,3.0,3.9,0.8,125,4.8283137373023015
6194,964,2017-DEC-holiday,Barcelona,Hotel,3.0,,0.2,160,5.075173815233827
6195,964,2018-JUNE-weekend,Barcelona,Hotel,3.0,,0.2,169,5.1298987149230735
6197,964,2017-NOV-weekday,Barcelona,Hotel,3.0,,0.2,89,4.48863636973214
6200,964,2017-NOV-weekend,Barcelona,Hotel,3.0,,0.2,150,5.0106352940962555
6201,965,2017-DEC-holiday,Barcelona,Hotel,2.0,4.3,0.3,65,4.174387269895637
6204,965,2017-NOV-weekday,Barcelona,Hotel,2.0,4.3,0.3,50,3.912023005428146
6205,966,2017-DEC-holiday,Barcelona,Hotel,3.0,4.6,0.1,112,4.718498871295094
6207,966,2017-NOV-weekday,Barcelona,Hotel,3.0,4.6,0.1,95,4.553876891600541
6210,966,2017-NOV-weekend,Barcelona,Hotel,3.0,4.6,0.1,150,5.0106352940962555
6212,967,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,0.1,118,4.770684624465665
6213,967,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,0.1,128,4.852030263919617
6215,967,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,0.1,217,5.37989735354046
6218,967,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,0.1,108,4.68213122712422
6222,969,2017-NOV-weekday,Barcelona,Hotel,1.0,3.2,0.1,79,4.3694478524670215
6223,969,2017-DEC-holiday,Barcelona,Hotel,1.0,3.2,0.1,81,4.394449154672439
6224,970,2017-NOV-weekday,Barcelona,Hotel,3.0,3.9,0.2,69,4.23410650459726
6226,972,2017-DEC-holiday,Barcelona,Hotel,4.0,3.5,0.6,101,4.61512051684126
6227,972,2017-NOV-weekend,Barcelona,Hotel,4.0,3.5,0.6,101,4.61512051684126
6232,972,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.5,0.6,348,5.8522024797744745
6233,972,2017-NOV-weekday,Barcelona,Hotel,4.0,3.5,0.6,73,4.290459441148391
6235,973,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.6,104,4.6443908991413725
6236,973,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.6,135,4.90527477843843
6237,973,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.0,0.6,229,5.43372200355424
6242,973,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.6,146,4.983606621708336
6244,974,2017-NOV-weekday,Barcelona,Hotel,2.0,3.7,0.5,73,4.290459441148391
6246,974,2017-DEC-holiday,Barcelona,Hotel,2.0,3.7,0.5,84,4.430816798843313
6248,974,2017-NOV-weekend,Barcelona,Hotel,2.0,3.7,0.5,95,4.553876891600541
6252,975,2017-NOV-weekend,Barcelona,Hotel,3.0,4.5,1.3,113,4.727387818712341
6255,975,2017-DEC-holiday,Barcelona,Hotel,3.0,4.5,1.3,97,4.574710978503383
6256,975,2017-NOV-weekday,Barcelona,Hotel,3.0,4.5,1.3,97,4.574710978503383
6257,976,2017-NOV-weekday,Barcelona,Hotel,4.0,3.9,0.8,92,4.5217885770490405
6260,976,2017-NOV-weekend,Barcelona,Hotel,4.0,3.9,0.8,124,4.820281565605037
6264,976,2017-DEC-holiday,Barcelona,Hotel,4.0,3.9,0.8,92,4.5217885770490405
6266,976,2018-JUNE-weekend,Barcelona,Hotel,4.0,3.9,0.8,239,5.476463551931511
6283,980,2017-NOV-weekday,Barcelona,Hotel,4.0,4.5,1.0,147,4.990432586778736
6286,980,2017-DEC-holiday,Barcelona,Hotel,4.0,4.5,1.0,123,4.812184355372417
6287,980,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.5,1.0,228,5.429345628954441
6288,980,2017-NOV-weekend,Barcelona,Hotel,4.0,4.5,1.0,145,4.976733742420574
6292,982,2017-NOV-weekday,Barcelona,Hotel,4.0,4.1,1.1,126,4.836281906951478
6293,982,2017-DEC-holiday,Barcelona,Hotel,4.0,4.1,1.1,97,4.574710978503383
6295,982,2017-NOV-weekend,Barcelona,Hotel,4.0,4.1,1.1,157,5.056245805348308
6301,982,2018-JUNE-weekend,Barcelona,Hotel,4.0,4.1,1.1,294,5.683579767338681
6302,983,2017-NOV-weekend,Barcelona,Hotel,4.0,3.9,1.3,120,4.787491742782046
6303,983,2017-DEC-holiday,Barcelona,Hotel,4.0,3.9,1.3,92,4.5217885770490405
6307,983,2017-NOV-weekday,Barcelona,Hotel,4.0,3.9,1.3,98,4.584967478670572
6316,985,2017-DEC-holiday,Barcelona,Hotel,4.0,4.0,0.6,125,4.8283137373023015
6318,985,2017-NOV-weekend,Barcelona,Hotel,4.0,4.0,0.6,156,5.049856007249537
6320,985,2017-NOV-weekday,Barcelona,Hotel,4.0,4.0,0.6,150,5.0106352940962555
