,hotel_id,city,distance,stars,rating,country,city_actual,rating_reviewcount,center1label,center2label,neighbourhood,ratingta,ratingta_count,distance_alter,accommodation_type
1126,1127,Barcelona,0.7,4.5,4.6,Spain,Barcelona,346.0,City centre,Montjuic Castle,Eixample,4.5,933.0,1.7,Hotel
1127,1128,Barcelona,0.8,4.0,4.5,Spain,Barcelona,786.0,City centre,Montjuic Castle,Eixample,4.5,693.0,1.8,Hotel
1128,1129,Barcelona,1.0,3.0,3.2,Spain,Barcelona,83.0,City centre,Montjuic Castle,Eixample,3.0,96.0,2.0,Pension
1129,1130,Barcelona,0.6,3.5,,Spain,Barcelona,,City centre,Montjuic Castle,Eixample,,,1.6,Apartment
1130,1131,Barcelona,0.6,4.0,4.1,Spain,Barcelona,271.0,City centre,Montjuic Castle,Eixample,4.0,1568.0,1.6,Hotel
1131,1132,Barcelona,0.9,3.5,4.5,Spain,Barcelona,65.0,City centre,Montjuic Castle,Eixample,4.5,504.0,1.8,Pension
1132,1133,Barcelona,0.8,3.0,3.5,Spain,Barcelona,263.0,City centre,Montjuic Castle,Eixample,3.5,597.0,1.7,Hotel
1133,1134,Barcelona,0.8,1.0,3.0,Spain,Barcelona,121.0,City centre,Montjuic Castle,Eixample,3.5,387.0,1.8,Hotel
1134,1135,Barcelona,0.8,3.5,3.5,Spain,Barcelona,17.0,City centre,Montjuic Castle,Eixample,3.5,8.0,1.8,Apartment
1135,1136,Barcelona,1.3,4.5,4.5,Spain,Barcelona,163.0,City centre,Montjuic Castle,Eixample,4.5,1469.0,2.2,Hotel
1136,1137,Barcelona,1.4,5.0,4.5,Spain,Barcelona,165.0,City centre,Montjuic Castle,Eixample,4.5,1415.0,2.3,Hotel
1137,1138,Barcelona,1.4,4.0,5.0,Spain,Barcelona,2.0,City centre,Montjuic Castle,Eixample,5.0,120.0,2.3,Apartment
1138,1139,Barcelona,0.9,4.0,3.2,Spain,Barcelona,9.0,City centre,Montjuic Castle,Eixample,4.5,213.0,1.8,Apartment
1139,1140,Barcelona,0.9,3.5,,Spain,Barcelona,,City centre,Montjuic Castle,Eixample,,,1.9,Apartment
1140,1141,Barcelona,1.0,2.0,4.5,Spain,Barcelona,72.0,City centre,Montjuic Castle,Eixample,4.5,130.0,2.0,Hotel
1141,1142,Barcelona,1.3,4.5,4.9,Spain,Barcelona,115.0,City centre,Montjuic Castle,Eixample,5.0,291.0,2.3,Hotel
1142,1143,Barcelona,2.2,3.5,,Spain,Barcelona,,City centre,Montjuic Castle,El Baix GuinardÃ³,,,3.2,Apartment
1143,1144,Barcelona,2.2,4.0,4.0,Spain,Barcelona,72.0,City centre,Montjuic Castle,El Baix GuinardÃ³,3.5,62.0,3.2,Hotel
1144,1145,Barcelona,2.1,4.0,4.0,Spain,Barcelona,47.0,City centre,Montjuic Castle,El Baix GuinardÃ³,3.0,16.0,3.1,Apartment
1145,1146,Barcelona,2.3,3.0,3.7,Spain,Barcelona,49.0,City centre,Montjuic Castle,El Baix GuinardÃ³,3.5,112.0,3.3,Apartment
1146,1147,Barcelona,2.3,2.0,3.0,Spain,Barcelona,113.0,City centre,Montjuic Castle,El Baix GuinardÃ³,3.0,249.0,3.3,Hotel
1147,1148,Barcelona,3.4,4.0,4.3,Spain,Barcelona,680.0,City centre,Montjuic Castle,El BesÃ²s i el Maresme,4.0,3053.0,4.2,Hotel
1148,1149,Barcelona,3.2,4.0,4.4,Spain,Barcelona,504.0,City centre,Montjuic Castle,El BesÃ²s i el Maresme,4.5,1445.0,4.0,Hotel
1149,1150,Barcelona,3.5,4.5,4.0,Spain,Barcelona,354.0,City centre,Montjuic Castle,El BesÃ²s i el Maresme,4.0,2188.0,4.3,Hotel
1150,1151,Barcelona,0.8,3.5,3.7,Spain,Barcelona,102.0,City centre,Montjuic Castle,El Born,4.0,188.0,1.8,Apart-hotel
1151,1152,Barcelona,0.8,4.0,4.0,Spain,Barcelona,278.0,City centre,Montjuic Castle,El Born,4.0,479.0,1.6,Hotel
1152,1153,Barcelona,0.8,3.0,4.3,Spain,Barcelona,461.0,City centre,Montjuic Castle,El Born,4.0,1161.0,1.7,Hotel
1153,1154,Barcelona,0.8,3.0,3.7,Spain,Barcelona,43.0,City centre,Montjuic Castle,El Born,,,1.7,Apartment
1154,1155,Barcelona,0.8,3.0,3.7,Spain,Barcelona,30.0,City centre,Montjuic Castle,El Born,3.0,23.0,1.6,Apartment
1155,1156,Barcelona,0.8,1.0,3.4,Spain,Barcelona,39.0,City centre,Montjuic Castle,El Born,3.0,118.0,1.6,Hotel
1156,1157,Barcelona,0.9,3.0,4.4,Spain,Barcelona,118.0,City centre,Montjuic Castle,El Born,4.5,760.0,1.8,Hotel
1157,1158,Barcelona,0.8,3.5,2.7,Spain,Barcelona,14.0,City centre,Montjuic Castle,El Born,,,1.7,Apartment
1158,1159,Barcelona,0.9,1.0,4.0,Spain,Barcelona,41.0,City centre,Montjuic Castle,El Born,3.5,57.0,1.8,Hostel
1159,1160,Barcelona,0.6,4.0,4.3,Spain,Barcelona,198.0,City centre,Montjuic Castle,El Born,4.0,235.0,1.6,Hotel
1160,1161,Barcelona,0.8,2.0,3.0,Spain,Barcelona,100.0,City centre,Montjuic Castle,El Born,3.0,149.0,1.6,Pension
1161,1162,Barcelona,0.7,3.5,3.4,Spain,Barcelona,132.0,City centre,Montjuic Castle,El Born,2.5,15.0,1.6,Apartment
1162,1163,Barcelona,0.8,4.5,4.8,Spain,Barcelona,18.0,City centre,Montjuic Castle,El Born,5.0,68.0,1.8,Hotel
1163,1164,Barcelona,0.8,3.5,4.4,Spain,Barcelona,54.0,City centre,Montjuic Castle,El Born,4.5,41.0,1.6,Apartment
1164,1165,Barcelona,0.7,3.0,3.0,Spain,Barcelona,28.0,City centre,Montjuic Castle,El Born,,,1.6,Apartment
1165,1166,Barcelona,0.8,4.0,,Spain,Barcelona,,City centre,Montjuic Castle,El Born,,,1.7,Apartment
1166,1167,Barcelona,1.0,4.0,4.3,Spain,Barcelona,454.0,City centre,Montjuic Castle,El Born,4.5,1728.0,1.9,Hotel
1167,1168,Barcelona,0.8,3.0,4.5,Spain,Barcelona,444.0,City centre,Montjuic Castle,El Born,4.5,508.0,1.8,Hotel
1168,1169,Barcelona,0.8,3.0,4.6,Spain,Barcelona,412.0,City centre,Montjuic Castle,El Born,4.5,1131.0,1.8,Hotel
1169,1170,Barcelona,0.8,3.5,4.5,Spain,Barcelona,67.0,City centre,Montjuic Castle,El Born,4.5,164.0,1.6,Apartment
1170,1171,Barcelona,2.4,4.0,3.7,Spain,Barcelona,203.0,City centre,Montjuic Castle,El Camp de l\u0027Arpa del Clot,3.5,1588.0,3.4,Hotel
1171,1172,Barcelona,2.4,3.0,4.1,Spain,Barcelona,266.0,City centre,Montjuic Castle,El Camp de l\u0027Arpa del Clot,4.5,1579.0,3.4,Hotel
1172,1173,Barcelona,2.4,3.5,,Spain,Barcelona,,City centre,Montjuic Castle,El Camp de l\u0027Arpa del Clot,,,3.4,Apartment
1173,1174,Barcelona,2.5,3.5,,Spain,Barcelona,,City centre,Montjuic Castle,El Camp de l\u0027Arpa del Clot,,,3.5,Apartment
1174,1175,Barcelona,2.2,3.5,3.0,Spain,Barcelona,3.0,City centre,Montjuic Castle,El Camp de l\u0027Arpa del Clot,,,3.2,Apartment
1175,1176,Barcelona,2.2,3.0,4.0,Spain,Barcelona,17.0,City centre,Montjuic Castle,El Camp de l\u0027Arpa del Clot,4.0,96.0,3.2,Apartment
1176,1177,Barcelona,2.4,3.5,3.4,Spain,Barcelona,22.0,City centre,Montjuic Castle,El Camp de l\u0027Arpa del Clot,,,3.3,Apartment
1177,1178,Barcelona,2.9,2.0,4.8,Spain,Barcelona,6.0,City centre,Montjuic Castle,El Carmel,,,3.8,Apartment
1178,1179,Barcelona,2.2,3.0,3.7,Spain,Barcelona,220.0,City centre,Montjuic Castle,El Clot,4.0,1392.0,3.1,Hotel
1179,1180,Barcelona,2.2,2.0,2.9,Spain,Barcelona,27.0,City centre,Montjuic Castle,El Clot,4.0,1161.0,3.2,Hostel
1180,1181,Barcelona,2.2,3.0,4.0,Spain,Barcelona,56.0,City centre,Montjuic Castle,El Clot,,,3.1,Apartment
1181,1182,Barcelona,2.2,3.0,3.9,Spain,Barcelona,92.0,City centre,Montjuic Castle,El Clot,4.0,514.0,3.2,Hotel
1182,1183,Barcelona,2.1,1.0,3.5,Spain,Barcelona,15.0,City centre,Montjuic Castle,El Clot,3.0,169.0,3.1,Hostel
1183,1184,Barcelona,3.0,3.0,2.5,Spain,Barcelona,2.0,City centre,Montjuic Castle,El Coll,,,3.9,Apartment
1184,1185,Barcelona,2.5,3.0,3.7,Spain,Barcelona,20.0,City centre,Montjuic Castle,El GuinardÃ³,3.5,124.0,3.4,Hotel
1185,1186,Barcelona,3.0,2.0,4.0,Spain,Barcelona,80.0,City centre,Montjuic Castle,El GuinardÃ³,4.0,57.0,4.0,Hotel
1186,1187,Barcelona,2.5,2.0,3.9,Spain,Barcelona,141.0,City centre,Montjuic Castle,El GuinardÃ³,4.0,726.0,3.5,Hotel
1187,1188,Barcelona,2.7,3.5,3.5,Spain,Barcelona,66.0,City centre,Montjuic Castle,El GuinardÃ³,3.5,72.0,3.7,Apartment
1188,1189,Barcelona,2.1,4.0,4.3,Spain,Barcelona,403.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,3652.0,3.0,Hotel
1189,1190,Barcelona,2.1,4.0,4.0,Spain,Barcelona,273.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,2356.0,3.0,Hotel
1190,1191,Barcelona,1.7,4.0,3.9,Spain,Barcelona,320.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,218.0,2.6,Hotel
1191,1192,Barcelona,1.8,4.0,3.9,Spain,Barcelona,142.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,3.5,647.0,2.7,Apart-hotel
1192,1193,Barcelona,1.9,4.0,4.4,Spain,Barcelona,20.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,44.0,2.8,Hotel
1193,1194,Barcelona,1.7,2.0,4.3,Spain,Barcelona,117.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,354.0,2.5,Hotel
1194,1195,Barcelona,1.7,2.0,3.7,Spain,Barcelona,82.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,344.0,2.7,Hostel
1195,1196,Barcelona,1.8,3.5,4.0,Spain,Barcelona,368.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,778.0,2.7,Hotel
1196,1197,Barcelona,2.0,4.5,4.5,Spain,Barcelona,72.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,39.0,2.9,Hotel
1197,1198,Barcelona,2.0,2.0,4.1,Spain,Barcelona,50.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.0,1999.0,2.9,Hotel
1198,1199,Barcelona,1.9,3.5,3.0,Spain,Barcelona,76.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,3.0,65.0,2.8,Apartment
1199,1200,Barcelona,1.7,4.0,4.5,Spain,Barcelona,174.0,City centre,Montjuic Castle,El Parc i la Llacuna del Poblenou,4.5,902.0,2.6,Apart-hotel
1200,1201,Barcelona,5.6,4.0,4.0,Spain,El Prat de Llobregat,958.0,City centre,Montjuic Castle,El Prat de Llobregat,4.0,1209.0,4.9,Hotel
1201,1202,Barcelona,6.3,2.0,3.0,Spain,El Prat de Llobregat,370.0,City centre,Montjuic Castle,El Prat de Llobregat,3.0,305.0,5.5,Hostel
1202,1203,Barcelona,8.0,4.0,3.7,Spain,El Prat de Llobregat,67.0,City centre,Montjuic Castle,El Prat de Llobregat,3.5,200.0,7.1,Hotel
1203,1204,Barcelona,7.0,4.0,3.9,Spain,El Prat de Llobregat,461.0,City centre,Montjuic Castle,El Prat de Llobregat,3.5,1389.0,6.2,Hotel
1204,1205,Barcelona,6.5,4.0,4.0,Spain,El Prat de Llobregat,2499.0,City centre,Montjuic Castle,El Prat de Llobregat,3.5,2225.0,5.8,Hotel
1205,1206,Barcelona,2.8,3.0,4.0,Spain,Barcelona,100.0,City centre,Montjuic Castle,El Putget i FarrÃ³,4.0,251.0,3.5,Apart-hotel
1206,1207,Barcelona,2.0,4.0,4.4,Spain,Barcelona,152.0,City centre,Montjuic Castle,El Putget i FarrÃ³,4.5,1042.0,2.8,Hotel
1207,1208,Barcelona,2.4,2.0,2.7,Spain,Barcelona,4.0,City centre,Montjuic Castle,El Putget i FarrÃ³,3.0,140.0,3.1,Hostel
1208,1209,Barcelona,2.4,3.5,,Spain,Barcelona,,City centre,Montjuic Castle,El Putget i FarrÃ³,,,3.2,Apartment
1209,1210,Barcelona,2.4,3.5,3.0,Spain,Barcelona,3.0,City centre,Montjuic Castle,El Putget i FarrÃ³,,,3.2,Apartment
1210,1211,Barcelona,2.4,3.5,1.0,Spain,Barcelona,1.0,City centre,Montjuic Castle,El Putget i FarrÃ³,,,3.2,Apartment
1211,1212,Barcelona,2.4,3.0,3.7,Spain,Barcelona,144.0,City centre,Montjuic Castle,El Putget i FarrÃ³,3.5,477.0,3.2,Hotel
1212,1213,Barcelona,2.2,2.0,3.2,Spain,Barcelona,113.0,City centre,Montjuic Castle,El Putget i FarrÃ³,3.5,88.0,3.0,Pension
1213,1214,Barcelona,2.1,4.0,4.6,Spain,Barcelona,6.0,City centre,Montjuic Castle,El Putget i FarrÃ³,,,2.9,Apartment
1214,1215,Barcelona,2.2,3.0,3.5,Spain,Barcelona,10.0,City centre,Montjuic Castle,El Putget i FarrÃ³,4.0,2.0,3.0,Apartment
1215,1216,Barcelona,2.4,4.0,3.5,Spain,Barcelona,197.0,City centre,Montjuic Castle,El Putget i FarrÃ³,3.5,900.0,3.2,Apart-hotel
1216,1217,Barcelona,2.3,3.0,4.3,Spain,Barcelona,26.0,City centre,Montjuic Castle,El Putget i FarrÃ³,4.0,35.0,3.1,Apartment
1217,1218,Barcelona,4.7,2.0,3.7,Spain,Esplugues de Llobregat,18.0,City centre,Montjuic Castle,Esplugues de Llobregat,4.0,35.0,4.6,Hotel
1218,1219,Barcelona,4.4,2.0,3.7,Spain,Esplugues de Llobregat,29.0,City centre,Montjuic Castle,Esplugues de Llobregat,3.5,147.0,4.4,Hostel
1219,1220,Barcelona,11.0,4.0,4.1,Spain,Gava,110.0,City centre,Montjuic Castle,Gava,4.0,416.0,9.9,Hotel
1220,1221,Barcelona,0.3,3.0,4.0,Spain,Barcelona,334.0,City centre,Montjuic Castle,Gothic Quarter,4.0,492.0,1.2,Hotel
1221,1222,Barcelona,0.4,2.0,3.4,Spain,Barcelona,149.0,City centre,Montjuic Castle,Gothic Quarter,3.5,337.0,1.3,Hotel
1222,1223,Barcelona,0.6,3.0,4.5,Spain,Barcelona,328.0,City centre,Montjuic Castle,Gothic Quarter,4.5,1226.0,1.5,Hotel
1223,1224,Barcelona,0.6,4.0,4.5,Spain,Barcelona,835.0,City centre,Montjuic Castle,Gothic Quarter,4.5,2044.0,1.5,Hotel
1224,1225,Barcelona,0.4,4.0,4.6,Spain,Barcelona,290.0,City centre,Montjuic Castle,Gothic Quarter,5.0,685.0,1.3,Apart-hotel
1225,1226,Barcelona,0.3,2.0,3.9,Spain,Barcelona,155.0,City centre,Montjuic Castle,Gothic Quarter,3.5,533.0,1.3,Hotel
1226,1227,Barcelona,0.3,2.0,4.0,Spain,Barcelona,355.0,City centre,Montjuic Castle,Gothic Quarter,4.0,510.0,1.2,Pension
1227,1228,Barcelona,0.4,3.0,4.1,Spain,Barcelona,330.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1149.0,1.3,Hotel
1228,1229,Barcelona,0.3,1.0,3.5,Spain,Barcelona,73.0,City centre,Montjuic Castle,Gothic Quarter,4.0,373.0,1.3,Hotel
1229,1230,Barcelona,0.3,1.5,3.0,Spain,Barcelona,116.0,City centre,Montjuic Castle,Gothic Quarter,2.5,132.0,1.3,Hostel
1230,1231,Barcelona,0.3,4.0,4.1,Spain,Barcelona,397.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1673.0,1.3,Hotel
1231,1232,Barcelona,0.3,3.0,3.5,Spain,Barcelona,69.0,City centre,Montjuic Castle,Gothic Quarter,3.0,84.0,1.2,Apartment
1232,1233,Barcelona,0.4,2.0,3.9,Spain,Barcelona,207.0,City centre,Montjuic Castle,Gothic Quarter,4.0,645.0,1.3,Pension
1233,1234,Barcelona,0.3,4.0,4.0,Spain,Barcelona,1.0,City centre,Montjuic Castle,Gothic Quarter,,,1.2,Apartment
1234,1235,Barcelona,0.2,3.0,3.5,Spain,Barcelona,282.0,City centre,Montjuic Castle,Gothic Quarter,3.5,818.0,1.1,Hotel
1235,1236,Barcelona,0.3,2.0,3.9,Spain,Barcelona,184.0,City centre,Montjuic Castle,Gothic Quarter,4.0,992.0,1.1,Hotel
1236,1237,Barcelona,0.5,2.0,3.9,Spain,Barcelona,206.0,City centre,Montjuic Castle,Gothic Quarter,4.0,424.0,1.5,Hotel
1237,1238,Barcelona,0.5,4.0,4.6,Spain,Barcelona,319.0,City centre,Montjuic Castle,Gothic Quarter,4.5,1377.0,1.5,Hotel
1238,1239,Barcelona,0.3,5.0,4.5,Spain,Barcelona,161.0,City centre,Montjuic Castle,Gothic Quarter,4.5,894.0,1.3,Hotel
1239,1240,Barcelona,0.3,3.0,3.7,Spain,Barcelona,158.0,City centre,Montjuic Castle,Gothic Quarter,3.5,213.0,1.3,Hotel
1240,1241,Barcelona,0.3,3.5,4.0,Spain,Barcelona,89.0,City centre,Montjuic Castle,Gothic Quarter,3.5,51.0,1.3,Apartment
1241,1242,Barcelona,0.3,2.0,3.5,Spain,Barcelona,129.0,City centre,Montjuic Castle,Gothic Quarter,3.5,544.0,1.3,Hotel
1242,1243,Barcelona,0.3,3.5,4.0,Spain,Barcelona,62.0,City centre,Montjuic Castle,Gothic Quarter,3.5,92.0,1.2,Apartment
1243,1244,Barcelona,0.6,2.0,3.9,Spain,Barcelona,7.0,City centre,Montjuic Castle,Gothic Quarter,4.5,428.0,1.5,Hostel
1244,1245,Barcelona,0.6,3.0,4.0,Spain,Barcelona,291.0,City centre,Montjuic Castle,Gothic Quarter,4.5,1500.0,1.6,Hotel
1245,1246,Barcelona,0.4,3.0,3.5,Spain,Barcelona,242.0,City centre,Montjuic Castle,Gothic Quarter,3.5,1736.0,1.3,Hotel
1246,1247,Barcelona,0.7,3.0,3.5,Spain,Barcelona,39.0,City centre,Montjuic Castle,Gothic Quarter,4.0,12.0,1.7,Apartment
1247,1248,Barcelona,0.7,3.0,4.5,Spain,Barcelona,320.0,City centre,Montjuic Castle,Gothic Quarter,4.5,1196.0,1.7,Hotel
1248,1249,Barcelona,0.5,1.0,3.2,Spain,Barcelona,78.0,City centre,Montjuic Castle,Gothic Quarter,3.0,259.0,1.5,Hotel
1249,1250,Barcelona,0.5,3.0,3.0,Spain,Barcelona,140.0,City centre,Montjuic Castle,Gothic Quarter,3.0,139.0,1.5,Apartment
1250,1251,Barcelona,0.5,2.0,3.2,Spain,Barcelona,51.0,City centre,Montjuic Castle,Gothic Quarter,3.0,41.0,1.5,Apartment
1251,1252,Barcelona,0.6,4.0,4.3,Spain,Barcelona,44.0,City centre,Montjuic Castle,Gothic Quarter,4.0,85.0,1.5,Hotel
1252,1253,Barcelona,0.5,4.0,3.2,Spain,Barcelona,160.0,City centre,Montjuic Castle,Gothic Quarter,3.0,466.0,1.4,Hotel
1253,1254,Barcelona,0.5,1.0,3.0,Spain,Barcelona,67.0,City centre,Montjuic Castle,Gothic Quarter,2.5,26.0,1.5,Hotel
1254,1255,Barcelona,0.6,4.0,4.8,Spain,Barcelona,227.0,City centre,Montjuic Castle,Gothic Quarter,4.5,517.0,1.6,Hotel
1255,1256,Barcelona,0.3,3.5,3.7,Spain,Barcelona,176.0,City centre,Montjuic Castle,Gothic Quarter,4.0,69.0,1.3,Hotel
1256,1257,Barcelona,0.4,3.0,4.1,Spain,Barcelona,230.0,City centre,Montjuic Castle,Gothic Quarter,4.0,997.0,1.4,Hotel
1257,1258,Barcelona,0.5,4.0,4.5,Spain,Barcelona,32.0,City centre,Montjuic Castle,Gothic Quarter,4.5,2078.0,1.5,Hotel
1258,1259,Barcelona,0.3,3.0,3.7,Spain,Barcelona,498.0,City centre,Montjuic Castle,Gothic Quarter,3.5,1304.0,1.2,Hotel
1259,1260,Barcelona,0.4,3.5,3.0,Spain,Barcelona,18.0,City centre,Montjuic Castle,Gothic Quarter,4.0,92.0,1.2,Apartment
1260,1261,Barcelona,0.6,3.0,4.0,Spain,Barcelona,601.0,City centre,Montjuic Castle,Gothic Quarter,4.0,838.0,1.5,Hotel
1261,1262,Barcelona,0.6,3.0,3.7,Spain,Barcelona,59.0,City centre,Montjuic Castle,Gothic Quarter,4.0,55.0,1.6,Apartment
1262,1263,Barcelona,0.5,3.0,4.1,Spain,Barcelona,592.0,City centre,Montjuic Castle,Gothic Quarter,4.0,2681.0,1.5,Hotel
1263,1264,Barcelona,0.3,3.0,2.7,Spain,Barcelona,21.0,City centre,Montjuic Castle,Gothic Quarter,,,1.3,Apartment
1264,1265,Barcelona,0.4,4.0,4.0,Spain,Barcelona,423.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1363.0,1.4,Hotel
1265,1266,Barcelona,0.3,3.0,4.0,Spain,Barcelona,1040.0,City centre,Montjuic Castle,Gothic Quarter,4.0,2502.0,1.1,Hotel
1266,1267,Barcelona,0.5,4.0,4.3,Spain,Barcelona,576.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1768.0,1.4,Hotel
1267,1268,Barcelona,0.4,3.0,4.0,Spain,Barcelona,450.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1103.0,1.4,Apart-hotel
1268,1269,Barcelona,0.5,2.0,2.2,Spain,Barcelona,71.0,City centre,Montjuic Castle,Gothic Quarter,2.5,78.0,1.5,Hotel
1269,1270,Barcelona,0.5,3.0,3.9,Spain,Barcelona,323.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1035.0,1.5,Hotel
1270,1271,Barcelona,0.3,2.0,3.9,Spain,Barcelona,158.0,City centre,Montjuic Castle,Gothic Quarter,4.0,191.0,1.3,Pension
1271,1272,Barcelona,0.3,2.0,3.0,Spain,Barcelona,169.0,City centre,Montjuic Castle,Gothic Quarter,3.0,100.0,1.3,Pension
1272,1273,Barcelona,0.3,2.0,3.5,Spain,Barcelona,98.0,City centre,Montjuic Castle,Gothic Quarter,4.0,141.0,1.3,Hostel
1273,1274,Barcelona,0.4,5.0,4.0,Spain,Barcelona,214.0,City centre,Montjuic Castle,Gothic Quarter,4.0,2544.0,1.4,Hotel
1274,1275,Barcelona,0.3,3.0,3.7,Spain,Barcelona,530.0,City centre,Montjuic Castle,Gothic Quarter,3.5,675.0,1.2,Hotel
1275,1276,Barcelona,0.2,3.0,3.7,Spain,Barcelona,766.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1623.0,1.2,Hotel
1276,1277,Barcelona,0.3,3.0,4.0,Spain,Barcelona,22.0,City centre,Montjuic Castle,Gothic Quarter,4.5,222.0,1.3,Apartment
1277,1278,Barcelona,0.3,4.0,4.0,Spain,Barcelona,191.0,City centre,Montjuic Castle,Gothic Quarter,4.0,379.0,1.1,Hotel
1278,1279,Barcelona,0.3,3.5,4.0,Spain,Barcelona,163.0,City centre,Montjuic Castle,Gothic Quarter,4.0,120.0,1.1,Apartment
1279,1280,Barcelona,0.2,1.0,3.5,Spain,Barcelona,86.0,City centre,Montjuic Castle,Gothic Quarter,3.5,69.0,1.1,Hostel
1280,1281,Barcelona,0.5,2.0,3.0,Spain,Barcelona,257.0,City centre,Montjuic Castle,Gothic Quarter,3.5,524.0,1.5,Hotel
1281,1282,Barcelona,0.6,4.0,4.5,Spain,Barcelona,431.0,City centre,Montjuic Castle,Gothic Quarter,4.5,2128.0,1.6,Hotel
1282,1283,Barcelona,0.3,5.0,4.8,Spain,Barcelona,286.0,City centre,Montjuic Castle,Gothic Quarter,5.0,915.0,1.2,Hotel
1283,1284,Barcelona,0.3,1.0,3.5,Spain,Barcelona,69.0,City centre,Montjuic Castle,Gothic Quarter,3.5,839.0,1.2,Hotel
1284,1285,Barcelona,0.6,3.0,4.0,Spain,Barcelona,131.0,City centre,Montjuic Castle,Gothic Quarter,4.0,287.0,1.5,Hotel
1285,1286,Barcelona,0.5,4.0,4.4,Spain,Barcelona,49.0,City centre,Montjuic Castle,Gothic Quarter,,,1.4,Apartment
1286,1287,Barcelona,0.3,2.0,3.5,Spain,Barcelona,184.0,City centre,Montjuic Castle,Gothic Quarter,3.5,186.0,1.3,Hostel
1287,1288,Barcelona,0.5,4.0,1.0,Spain,Barcelona,1.0,City centre,Montjuic Castle,Gothic Quarter,4.0,3.0,1.5,Apartment
1288,1289,Barcelona,0.3,3.0,4.1,Spain,Barcelona,141.0,City centre,Montjuic Castle,Gothic Quarter,4.0,415.0,1.3,Hotel
1289,1290,Barcelona,0.5,3.0,4.0,Spain,Barcelona,1084.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1059.0,1.5,Hotel
1290,1291,Barcelona,0.5,3.0,4.6,Spain,Barcelona,3.0,City centre,Montjuic Castle,Gothic Quarter,,,1.5,Apartment
1291,1292,Barcelona,0.5,4.0,4.3,Spain,Barcelona,13.0,City centre,Montjuic Castle,Gothic Quarter,,,1.5,Apartment
1292,1293,Barcelona,0.5,4.0,4.5,Spain,Barcelona,9.0,City centre,Montjuic Castle,Gothic Quarter,,,1.5,Apartment
1293,1294,Barcelona,0.6,3.0,4.4,Spain,Barcelona,264.0,City centre,Montjuic Castle,Gothic Quarter,4.5,2090.0,1.5,Hotel
1294,1295,Barcelona,0.6,5.0,4.6,Spain,Barcelona,440.0,City centre,Montjuic Castle,Gothic Quarter,4.5,2126.0,1.5,Hotel
1295,1296,Barcelona,0.6,2.5,,Spain,Barcelona,,City centre,Montjuic Castle,Gothic Quarter,2.5,38.0,1.6,Bed and breakfast
1296,1297,Barcelona,0.6,4.0,3.2,Spain,Barcelona,311.0,City centre,Montjuic Castle,Gothic Quarter,3.0,785.0,1.6,Hotel
1297,1298,Barcelona,0.7,5.0,4.5,Spain,Barcelona,493.0,City centre,Montjuic Castle,Gothic Quarter,4.5,1688.0,1.7,Hotel
1298,1299,Barcelona,0.7,3.0,4.0,Spain,Barcelona,375.0,City centre,Montjuic Castle,Gothic Quarter,4.0,1063.0,1.7,Hotel
1299,1300,Barcelona,0.7,4.0,4.8,Spain,Barcelona,360.0,City centre,Montjuic Castle,Gothic Quarter,4.5,722.0,1.7,Hotel
1300,1301,Barcelona,0.7,3.0,,Spain,Barcelona,,City centre,Montjuic Castle,Gothic Quarter,4.5,190.0,1.7,Pension
1301,1302,Barcelona,0.6,4.0,4.8,Spain,Barcelona,268.0,City centre,Montjuic Castle,Gothic Quarter,4.5,400.0,1.5,Apartment
1302,1303,Barcelona,2.5,3.5,,Spain,Barcelona,,City centre,Montjuic Castle,Gracia,,,3.4,Apartment
1303,1304,Barcelona,1.5,4.0,4.0,Spain,Barcelona,162.0,City centre,Montjuic Castle,Gracia,4.0,579.0,2.4,Hotel
1304,1305,Barcelona,2.4,4.0,3.5,Spain,Barcelona,225.0,City centre,Montjuic Castle,Gracia,3.0,386.0,3.3,Hotel
1305,1306,Barcelona,2.5,3.0,3.9,Spain,Barcelona,29.0,City centre,Montjuic Castle,Gracia,4.5,194.0,3.3,Apartment
1306,1307,Barcelona,1.5,1.0,4.1,Spain,Barcelona,456.0,City centre,Montjuic Castle,Gracia,4.5,1571.0,2.4,Hostel
