,hotel_id,neighbourhood,distance,stars,rating,ratingta_count,accommodation_type,price,city
347,22311,Schonbrunn,2.6,3.5,4.5,,Hotel,83,Vienna
348,22312,Schonbrunn,2.9,4.0,4.1,753.0,Hotel,92,Vienna
349,22314,Schonbrunn,2.3,3.0,4.3,,Apartment,169,Vienna
350,22315,Schonbrunn,2.7,3.0,3.5,79.0,Guest House,77,Vienna
351,22317,Schwechat,11.0,3.0,4.3,196.0,Hotel,92,Vienna
352,22318,Schwechat,11.0,4.0,4.0,2400.0,Hotel,166,Vienna
353,22319,Schwechat,7.7,4.0,3.7,191.0,Hotel,137,Vienna
354,22320,Schwechat,7.7,3.0,3.7,191.0,Hotel,99,Vienna
355,22321,Schwechat,7.8,4.0,3.5,127.0,Hotel,140,Vienna
356,22322,Schwechat,6.3,3.0,3.2,247.0,Hotel,80,Vienna
357,22323,Schwechat,6.7,3.0,3.5,161.0,Hotel,91,Vienna
358,22324,Vienna,4.3,3.5,,,Apartment,105,Vienna
359,22325,Vienna,2.6,2.0,4.0,,Apartment,130,Vienna
360,22326,Vienna,4.7,3.0,4.3,29.0,Pension,110,Vienna
361,22328,Vienna,2.0,4.0,4.0,192.0,Hotel,117,Vienna
362,22330,Vienna,5.4,4.0,4.1,12.0,Pension,106,Vienna
363,22331,Vienna,3.9,3.0,3.7,129.0,Hotel,66,Vienna
364,22332,Vienna,3.5,5.0,4.6,2.0,Apartment,266,Vienna
365,22333,Vienna,2.4,2.0,3.5,1051.0,Hotel,58,Vienna
366,22334,Vienna,3.7,3.5,4.1,12.0,Hotel,81,Vienna
367,22335,Vienna,3.5,4.0,4.0,386.0,Hotel,109,Vienna
368,22336,Vienna,2.3,4.5,4.3,2454.0,Hotel,114,Vienna
369,22337,Vienna,2.3,3.5,4.4,261.0,Apart-hotel,125,Vienna
370,22338,Vienna,1.7,3.0,3.7,53.0,Guest House,69,Vienna
371,22339,Vienna,2.6,3.0,,,Apartment,69,Vienna
372,22340,Vienna,3.1,4.0,4.0,277.0,Hotel,97,Vienna
373,22341,Vienna,4.8,4.0,3.9,73.0,Hotel,74,Vienna
374,22342,Vienna,3.7,4.0,3.7,320.0,Hotel,69,Vienna
375,22343,Vienna,3.9,4.0,4.0,121.0,Hotel,83,Vienna
376,22344,Vienna,3.9,3.0,3.9,12.0,Hotel,50,Vienna
377,22345,Vienna,4.7,2.0,3.2,36.0,Apartment,130,Vienna
378,22346,Vienna,3.7,3.0,3.0,,Apartment,134,Vienna
379,22347,Vienna,6.9,3.0,4.0,,Apartment,134,Vienna
380,22348,Vienna,3.7,3.0,4.0,21.0,Hotel,77,Vienna
381,22349,Vienna,5.3,3.0,4.0,204.0,Hotel,102,Vienna
382,22350,Vienna,2.5,3.5,3.2,88.0,Apartment,56,Vienna
383,22351,Vienna,2.7,3.0,3.0,,Apartment,185,Vienna
384,22353,Vienna,6.6,3.0,4.4,20.0,Hotel,130,Vienna
385,22354,Vienna,3.2,3.0,4.3,811.0,Hotel,78,Vienna
386,22355,Vienna,3.3,3.0,3.7,61.0,Hotel,76,Vienna
387,22356,Vienna,4.5,4.0,4.0,87.0,Hotel,68,Vienna
388,22358,Vienna,2.7,4.0,4.0,493.0,Hotel,116,Vienna
389,22359,Vienna,2.2,4.0,4.1,401.0,Hotel,172,Vienna
390,22361,Vienna,5.2,2.0,3.2,187.0,Hostel,80,Vienna
391,22362,Vienna,2.4,3.0,4.0,30.0,Hotel,87,Vienna
392,22363,Vienna,4.6,3.0,3.0,78.0,Hotel,90,Vienna
393,22364,Vienna,2.7,3.5,4.4,282.0,Hotel,100,Vienna
394,22365,Vienna,3.1,2.0,3.2,,Apartment,173,Vienna
395,22366,Vienna,2.5,2.0,3.2,35.0,Pension,92,Vienna
396,22369,Vienna,2.6,2.0,3.7,,Apartment,133,Vienna
397,22370,Vienna,5.1,3.5,3.2,,Apartment,134,Vienna
398,22371,Vienna,5.2,3.0,4.0,,Apartment,209,Vienna
399,22372,Vienna,1.6,3.0,4.4,,Apartment,66,Vienna
400,22373,Vienna,1.4,4.0,4.9,12.0,Apartment,114,Vienna
401,22377,Voesendorf,7.0,4.0,3.5,73.0,Hotel,89,Vienna
402,22378,Voesendorf,7.1,4.0,3.7,545.0,Hotel,92,Vienna
403,22380,Wahring,1.9,3.0,4.4,982.0,Hotel,84,Vienna
404,22381,Wahring,1.8,2.0,3.5,26.0,Apartment,124,Vienna
405,22382,Wahring,2.1,4.0,4.4,142.0,Hotel,185,Vienna
406,22384,Wahring,3.0,4.0,4.0,553.0,Hotel,85,Vienna
407,22385,Wahring,1.9,2.0,4.0,,Apartment,133,Vienna
408,22386,Wieden,1.6,3.5,4.5,116.0,Hotel,110,Vienna
409,22387,Wieden,1.6,3.0,4.3,89.0,Hotel,86,Vienna
410,22388,Wieden,1.0,4.0,4.1,436.0,Hotel,118,Vienna
411,22389,Wieden,0.9,3.5,4.5,,Hotel,126,Vienna
412,22390,Wieden,1.3,3.0,4.3,688.0,Hotel,92,Vienna
413,22391,Wieden,0.8,4.0,4.8,1840.0,Hotel,197,Vienna
414,22393,Wieden,1.3,2.5,3.5,69.0,Guest House,39,Vienna
415,22394,Wieden,1.2,4.0,4.5,1121.0,Hotel,135,Vienna
416,22395,Wieden,1.2,4.0,4.4,229.0,Hotel,125,Vienna
417,22396,Wieden,1.0,2.0,3.4,1583.0,Hostel,67,Vienna
418,22397,Wieden,0.8,4.0,4.5,615.0,Hotel,134,Vienna
419,22398,Wieden,0.9,3.0,3.5,383.0,Hotel,91,Vienna
420,22399,Wieden,0.8,3.0,3.9,263.0,Hotel,110,Vienna
421,22400,Wieden,0.9,3.5,5.0,,Apartment,84,Vienna
422,22401,Wieden,1.2,3.0,4.0,149.0,Hotel,100,Vienna
423,22402,Wieden,1.5,4.0,4.1,1003.0,Hotel,95,Vienna
424,22403,Wieden,1.5,3.0,3.4,293.0,Hotel,73,Vienna
425,22404,Wieden,1.5,3.0,5.0,14.0,Apartment,109,Vienna
426,22406,Wieden,0.8,5.0,4.3,740.0,Hotel,185,Vienna
427,22407,Wieden,1.0,4.0,4.4,1006.0,Hotel,100,Vienna
428,22408,Wieden,1.4,3.0,3.2,135.0,Hotel,58,Vienna
429,22409,Wieden,0.7,3.5,4.0,,Apartment,110,Vienna
